 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22
52,49.184,126.086,130.885,61.425,122.993,137.163,480.222,119.688,90.678,198.886,171.454,64.289,122.476,154.071,141.717,81.016,122.551,74.390,172.043,119.294,148.816,478.065,169.532,55.817,140.907,163.744,60.854,92.429,122.196,125.360,76.800,147.794,142.236,83.353,113.695,128.946,304.278,139.066,137.327,308.500,135.739,126.175,743.243,143.386,133.480,643.091,144.321,126.766,294.571,150.165,124.454,230.238,154.028,130.291,153.375,139.898,148.272,54.000,137.678,154.810,39.583,90.194,178.543,44.750,118.858,132.526
53,45.102,126.101,131.055,53.375,123.441,136.856,418.704,119.644,90.551,240.278,171.191,64.067,122.905,154.248,141.516,57.049,122.513,74.616,242.766,119.273,148.448,431.226,169.545,55.993,130.773,163.909,60.951,98.048,122.069,125.122,89.600,147.626,142.262,50.706,113.437,129.106,334.611,139.181,137.279,200.944,135.993,126.034,832.649,143.379,133.501,594.182,144.408,126.710,305.086,150.003,124.550,251.667,154.086,130.155,200.125,140.097,148.101,71.286,138.089,154.704,39.625,89.602,178.566,41.781,118.952,133.136
54,48.306,126.058,131.110,86.125,123.362,136.658,401.815,119.644,90.741,247.494,171.122,64.235,155.714,154.222,141.558,78.131,122.431,74.314,184.894,119.240,148.538,592.194,169.575,56.006,118.187,163.843,60.813,52.286,121.582,125.334,85.500,148.091,142.069,35.294,113.864,129.247,320.889,139.103,137.395,278.500,135.858,126.238,800.108,143.345,133.438,613.273,144.261,126.796,279.314,150.020,124.612,243.571,154.103,130.076,180.750,140.011,148.254,66.048,137.816,154.632,32.792,90.492,178.442,45.312,118.773,132.643
55,44.633,126.170,131.344,61.650,123.092,136.810,420.778,119.670,90.457,223.468,171.252,64.284,140.333,154.147,141.754,104.525,122.607,74.629,155.830,119.200,148.123,418.581,169.625,55.824,133.413,163.992,60.909,60.619,122.036,125.393,74.633,147.938,142.144,74.824,113.579,129.142,325.556,139.070,137.442,261.056,135.793,126.062,782.703,143.328,133.530,609.500,144.343,126.838,222.829,150.202,124.331,343.571,154.095,130.186,180.688,140.107,148.242,56.143,137.332,154.863,76.542,90.140,178.338,67.656,118.811,132.586
56,37.714,125.731,131.556,42.125,123.408,136.820,465.185,119.729,90.670,199.823,171.283,64.128,187.143,154.166,141.758,68.098,122.499,74.687,201.872,119.192,148.592,351.484,169.545,55.875,148.667,164.142,61.059,99.286,122.037,125.321,75.967,147.584,142.038,68.000,113.696,128.993,298.833,139.307,137.306,349.278,135.838,126.156,847.135,143.324,133.447,472.409,144.289,126.751,295.000,150.121,124.415,266.286,154.150,130.206,130.438,140.070,148.161,79.476,137.972,154.761,66.917,89.805,178.652,37.188,118.876,132.637
57,50.102,125.888,131.176,47.875,123.444,136.737,466.333,119.687,90.381,253.570,171.326,64.252,129.857,154.069,141.708,83.836,122.609,74.778,190.979,119.278,148.617,501.548,169.550,55.932,154.853,163.859,60.951,45.190,121.665,125.175,80.700,147.657,142.351,90.941,113.582,129.491,205.389,139.250,137.338,263.222,135.867,126.162,765.405,143.287,133.395,526.000,144.440,126.806,307.086,150.207,124.390,179.476,153.916,130.098,136.250,140.117,148.437,64.619,137.661,154.805,108.458,89.857,178.548,65.469,119.035,133.089
58,45.061,126.250,131.606,33.950,123.122,137.052,402.889,119.722,90.603,179.646,171.137,64.391,206.571,154.331,141.669,63.016,122.581,74.708,183.064,119.252,148.429,387.484,169.566,55.970,128.133,163.902,60.940,66.333,122.221,125.347,56.933,147.650,142.035,56.294,114.160,129.248,284.778,139.194,137.393,281.778,135.870,125.998,806.000,143.393,133.450,640.545,144.406,126.761,311.971,150.094,124.546,338.714,154.029,130.111,225.500,140.063,148.192,58.905,138.078,154.596,83.458,89.509,178.351,70.406,118.825,132.654
59,35.163,126.085,130.938,49.225,123.427,136.677,471.296,119.670,90.587,198.354,171.079,64.156,145.762,154.185,141.778,43.279,122.394,75.029,207.702,119.272,148.657,435.613,169.633,55.920,157.067,163.789,61.001,62.810,122.103,125.263,59.700,147.747,141.855,64.588,113.479,129.375,291.722,139.233,137.219,322.500,135.754,126.130,928.865,143.355,133.513,524.773,144.345,126.801,303.714,150.134,124.413,221.905,154.056,129.972,256.500,140.026,148.030,104.381,137.946,154.625,39.917,89.978,178.490,100.969,118.700,132.947
60,70.980,125.837,131.084,60.950,123.188,136.959,371.815,119.720,90.533,186.886,171.273,64.200,145.095,154.148,141.683,102.164,122.553,74.394,124.511,119.182,148.527,528.581,169.539,55.981,145.653,163.966,60.960,54.905,121.731,125.340,49.000,147.669,142.306,22.059,114.007,129.525,243.944,139.206,137.399,206.722,135.914,126.147,880.919,143.345,133.397,609.045,144.295,126.763,307.857,150.253,124.430,248.905,154.013,130.168,159.625,140.096,148.137,68.619,137.780,154.605,41.125,89.861,178.587,50.031,118.944,132.961
61,59.939,126.163,131.214,49.100,123.371,136.874,420.185,119.632,90.577,210.785,171.390,64.258,119.381,154.192,141.704,96.525,122.689,74.705,183.702,119.071,148.629,494.581,169.592,55.917,127.173,163.897,61.186,84.429,122.125,125.218,68.300,147.796,142.236,29.412,113.394,129.325,274.389,139.125,137.364,215.500,135.933,126.002,830.378,143.331,133.426,550.182,144.337,126.770,323.257,150.063,124.480,218.524,154.061,130.361,157.875,139.925,148.239,103.810,137.722,154.758,43.333,90.440,178.683,57.406,118.848,133.213
62,68.000,126.015,131.178,60.550,123.305,136.482,511.519,119.659,90.545,235.494,171.352,64.333,93.667,154.142,141.611,76.557,122.749,74.814,151.872,119.150,148.697,504.129,169.596,55.932,182.453,163.947,61.082,70.810,121.938,125.100,51.900,148.001,142.175,43.235,113.725,129.102,213.667,139.077,137.151,258.833,135.834,126.180,806.649,143.376,133.437,492.864,144.343,126.762,315.086,150.146,124.603,277.429,154.143,130.102,119.438,139.929,148.066,71.286,137.995,154.442,35.250,89.851,178.533,44.250,118.859,133.035
63,43.000,126.014,131.129,57.500,123.533,136.742,484.333,119.751,90.569,186.532,171.289,64.271,136.381,154.164,141.849,56.590,122.467,74.645,157.319,119.191,148.416,466.516,169.490,55.881,132.267,163.794,60.967,71.619,121.962,125.388,39.100,147.692,142.065,95.176,113.610,129.435,240.944,139.177,137.347,269.333,135.750,126.159,766.162,143.388,133.397,590.818,144.385,126.791,275.743,150.131,124.645,224.810,154.076,130.149,109.312,139.951,147.877,81.857,137.839,154.704,49.958,89.611,178.547,58.188,118.539,132.894
64,57.980,125.956,130.730,60.425,123.308,136.924,368.963,119.702,90.488,165.747,171.191,64.316,103.524,154.117,141.732,98.590,122.447,74.435,181.532,119.226,148.527,531.226,169.542,55.932,157.227,163.858,61.001,60.381,121.862,125.192,56.000,147.739,141.876,42.353,113.924,129.284,275.333,139.161,137.385,231.222,135.770,126.134,825.513,143.393,133.409,599.727,144.316,126.768,308.400,149.980,124.544,188.190,154.042,130.080,200.750,139.936,148.062,96.429,137.927,154.667,39.833,90.217,178.666,49.156,119.119,132.825
65,53.143,126.179,131.343,90.900,123.303,137.018,461.111,119.833,90.419,170.278,171.248,64.260,129.714,153.976,141.582,37.377,122.406,74.049,172.085,119.310,148.642,493.871,169.638,55.902,174.107,163.978,60.764,81.714,121.670,125.315,42.000,147.773,142.664,71.471,113.882,129.407,226.667,139.049,137.336,289.611,135.767,126.051,714.811,143.350,133.452,574.364,144.372,126.808,262.229,150.064,124.462,226.667,154.119,130.177,180.062,140.095,148.145,52.000,137.967,154.635,59.417,89.920,178.664,67.188,118.806,133.053
66,50.204,125.937,131.171,48.975,123.350,137.024,347.037,119.660,90.486,237.747,171.213,64.114,143.143,154.166,141.812,63.574,122.514,74.839,237.745,119.209,148.534,516.710,169.541,55.846,184.907,163.854,61.245,45.619,122.276,125.307,54.967,148.069,142.207,81.529,113.493,129.268,232.111,139.128,137.362,200.111,135.751,126.053,870.270,143.355,133.380,605.364,144.304,126.732,304.629,150.098,124.367,303.190,154.186,130.200,140.938,139.990,148.297,69.095,137.661,154.620,64.958,90.169,178.593,46.594,118.899,132.770
67,66.286,126.123,131.112,63.775,123.299,136.985,449.222,119.771,90.407,232.380,171.275,64.285,136.810,154.151,141.651,80.623,122.361,74.665,134.468,119.133,148.636,573.548,169.568,55.906,146.747,163.926,60.987,65.381,122.226,125.351,37.933,147.877,142.187,67.118,113.788,129.341,270.556,139.204,137.282,261.333,135.815,126.128,723.297,143.365,133.513,497.364,144.363,126.877,264.000,150.189,124.462,234.048,154.036,130.019,101.500,139.980,148.116,54.762,137.861,154.710,59.417,90.099,178.486,68.406,118.935,132.704
68,57.796,126.104,131.297,56.750,123.662,136.726,366.926,119.666,90.459,181.468,171.234,64.284,112.048,154.197,141.789,76.361,122.505,74.833,159.447,119.150,148.692,586.516,169.524,55.910,157.653,163.832,60.967,45.143,121.920,125.423,71.467,147.821,142.291,56.588,113.645,129.264,331.444,139.144,137.247,262.278,135.694,125.942,871.568,143.423,133.405,541.000,144.209,126.906,298.114,150.080,124.528,240.810,154.056,130.001,150.250,139.965,147.972,62.381,137.904,154.774,64.833,89.841,178.347,45.906,118.994,132.814
69,55.347,126.044,131.524,44.225,123.286,136.667,374.000,119.741,90.490,272.709,171.224,64.156,159.667,154.187,141.887,58.623,122.539,74.657,108.426,119.337,148.527,633.871,169.564,55.887,133.093,163.812,61.149,84.714,121.961,125.300,65.933,148.024,142.321,42.471,113.545,128.921,286.111,139.162,137.649,279.611,135.781,126.188,765.297,143.347,133.476,617.682,144.236,126.936,295.800,150.159,124.501,240.667,154.191,130.131,102.062,139.895,148.130,49.857,137.630,155.018,80.208,89.691,178.612,58.938,118.829,132.903
70,56.061,126.073,131.453,47.425,123.365,136.945,327.481,119.745,90.565,240.000,171.264,64.184,114.524,154.256,141.786,52.295,122.735,74.634,210.851,119.249,148.617,568.645,169.587,55.877,127.787,163.933,60.979,57.952,122.188,125.303,90.100,147.787,141.990,25.000,113.653,129.234,268.333,139.172,137.344,221.611,135.789,126.067,880.270,143.368,133.455,551.182,144.277,126.767,308.200,150.066,124.441,260.571,154.141,130.136,148.125,140.024,148.322,82.905,137.902,154.696,25.958,89.687,178.326,94.781,118.513,133.134
71,59.571,126.001,131.286,61.000,123.057,136.744,395.333,119.677,90.517,202.481,171.277,64.192,149.905,154.190,141.901,73.246,122.647,74.221,182.383,119.189,148.634,534.258,169.581,55.952,128.987,163.938,61.215,68.286,121.876,125.496,38.933,148.081,142.677,50.176,113.653,129.179,335.889,139.143,137.364,229.167,135.682,126.154,750.703,143.388,133.478,524.273,144.260,126.850,267.514,150.214,124.457,233.429,154.028,129.962,138.000,139.970,148.102,69.286,137.797,154.536,66.500,89.877,178.481,63.312,118.749,132.812
72,36.939,126.245,131.236,85.175,123.150,136.795,395.519,119.797,90.486,200.127,171.414,64.281,171.571,154.398,141.763,41.836,122.722,74.435,135.021,119.149,148.652,476.387,169.589,55.874,174.907,164.017,60.923,61.905,122.077,125.137,67.167,147.953,141.896,39.176,113.685,129.251,277.667,139.186,137.314,289.556,135.686,126.110,802.865,143.387,133.412,538.045,144.250,126.890,296.314,150.212,124.621,178.238,153.981,130.192,163.438,140.018,148.111,53.048,138.369,154.944,45.958,89.691,178.833,66.781,118.695,133.338
73,46.245,126.170,131.585,45.300,123.615,136.771,413.630,119.741,90.557,208.911,171.255,64.224,158.524,154.143,141.787,85.115,122.410,74.908,179.149,119.177,148.359,502.516,169.608,55.918,136.720,163.885,60.977,89.524,122.419,125.163,57.133,147.853,142.167,44.412,113.237,129.159,289.056,139.202,137.379,247.444,135.762,126.015,846.162,143.381,133.410,510.091,144.281,126.749,321.457,150.040,124.488,259.524,154.112,130.330,225.000,140.004,148.246,53.095,137.822,154.762,58.667,90.170,178.563,54.344,118.599,132.680
74,56.837,126.180,131.321,39.200,123.565,136.803,433.333,119.636,90.654,213.797,171.321,64.261,149.619,154.156,141.795,69.607,122.632,74.682,167.064,119.225,148.771,539.419,169.524,55.903,146.320,163.844,61.129,56.190,121.963,125.295,69.133,147.943,142.182,43.882,113.780,129.171,202.889,139.183,137.485,313.833,135.670,125.955,780.811,143.370,133.396,482.273,144.311,126.790,296.086,150.088,124.537,214.810,154.037,130.130,209.125,140.037,148.381,78.190,137.503,154.656,67.667,90.010,178.265,98.406,118.884,133.037
75,49.367,126.119,131.393,63.425,123.485,136.991,394.741,119.682,90.585,216.911,171.284,64.503,113.190,154.136,141.807,96.230,122.790,74.395,145.021,119.233,148.721,747.419,169.511,55.930,169.360,163.933,60.954,98.857,122.187,125.272,80.567,147.951,141.949,36.824,113.710,129.286,260.722,139.168,137.319,237.111,135.802,126.057,796.162,143.361,133.426,536.273,144.283,126.849,290.229,150.049,124.466,230.286,153.987,130.268,98.125,139.948,148.039,65.048,138.090,154.601,61.333,89.935,178.484,84.188,118.936,133.027
76,54.837,126.249,131.259,55.550,123.289,136.900,369.519,119.657,90.665,216.861,171.306,64.334,130.333,154.067,141.921,63.705,122.459,74.753,197.404,119.320,148.812,505.484,169.558,55.848,171.253,163.960,60.975,90.619,122.439,125.274,100.000,147.895,142.205,76.529,113.452,128.844,340.111,139.203,137.308,225.944,135.791,126.090,666.649,143.411,133.505,516.000,144.206,126.879,274.229,150.083,124.501,196.286,154.076,130.278,196.375,140.045,148.067,55.143,137.609,154.791,38.208,90.151,178.533,52.656,118.687,132.649
77,59.408,126.180,131.455,45.150,123.420,136.634,309.444,119.796,90.504,218.532,171.227,64.360,114.333,154.148,141.733,44.000,122.633,74.663,187.234,119.201,148.734,707.419,169.508,55.954,145.733,163.987,60.762,86.333,122.261,125.384,61.033,148.050,142.133,63.765,113.491,129.206,270.889,139.045,137.307,224.889,135.813,126.061,779.351,143.384,133.398,652.045,144.263,126.750,310.657,150.038,124.631,204.762,154.089,130.287,133.938,139.947,148.109,77.048,137.812,154.628,53.750,90.486,178.713,90.188,118.965,133.310
78,78.633,126.253,131.782,69.875,123.552,136.910,348.481,119.751,90.576,155.620,171.341,64.422,123.524,154.117,141.793,65.246,122.537,74.675,137.872,119.157,148.690,593.032,169.580,55.975,124.347,163.995,60.855,63.952,122.421,125.317,103.400,148.025,142.242,49.529,113.389,129.069,211.722,139.219,137.197,304.833,135.787,126.142,788.054,143.385,133.360,555.727,144.370,126.759,281.943,150.177,124.616,202.905,154.075,130.080,185.062,139.871,147.933,141.619,138.037,154.943,68.625,90.028,178.374,36.000,118.828,133.207
79,54.816,125.771,131.549,51.200,123.077,137.099,363.778,119.766,90.574,249.823,171.212,64.237,177.905,154.240,141.818,51.475,122.668,74.509,185.915,119.186,148.552,526.903,169.502,56.020,152.987,163.919,60.931,65.524,122.150,125.183,73.933,147.798,141.819,60.412,113.751,129.103,188.222,139.040,137.297,276.500,135.771,126.100,928.649,143.367,133.418,531.409,144.358,126.799,327.057,150.117,124.555,180.381,154.084,130.215,178.812,139.903,148.352,33.238,138.123,154.686,55.083,90.116,178.651,52.938,118.751,132.932
80,69.510,125.938,131.295,60.125,122.980,136.749,405.259,119.846,90.768,183.949,171.486,64.225,125.524,154.211,141.752,95.082,122.622,74.788,211.872,119.265,148.649,576.839,169.532,55.910,179.840,163.986,61.040,77.381,122.240,125.170,54.200,147.981,141.899,85.235,113.853,129.242,268.167,139.114,137.245,393.556,135.914,126.064,736.865,143.350,133.483,590.136,144.328,126.793,237.257,150.303,124.417,254.476,153.998,130.061,171.875,140.005,148.316,60.238,137.741,154.836,57.167,89.560,178.689,33.250,119.176,132.820
81,64.653,126.223,131.140,64.375,123.542,136.674,418.259,119.737,90.583,171.949,171.316,64.043,152.333,154.115,142.059,78.295,122.790,74.658,161.660,119.195,148.485,739.613,169.505,56.062,135.333,163.931,61.264,86.143,121.664,125.151,57.000,147.924,142.247,37.706,113.589,129.010,298.222,139.178,137.433,234.556,135.810,126.285,771.513,143.394,133.492,615.682,144.357,126.880,285.114,150.052,124.392,277.905,154.119,130.136,146.562,139.906,148.304,94.857,138.021,154.653,89.292,89.484,178.699,56.156,118.978,132.811
82,70.367,126.098,131.142,59.125,123.390,136.854,382.963,119.759,90.483,230.329,171.238,64.241,115.714,154.261,141.957,67.967,122.476,74.735,168.085,119.216,148.572,610.516,169.505,55.987,170.453,163.971,61.103,79.476,122.081,125.185,46.167,147.937,142.526,78.412,113.610,129.255,210.667,139.215,137.515,327.278,135.816,126.188,854.919,143.374,133.425,548.091,144.391,126.825,296.800,150.079,124.508,207.333,154.082,130.214,172.500,139.926,148.177,62.810,137.832,154.636,46.500,90.364,178.622,61.438,118.720,132.779
83,64.041,126.100,131.528,53.800,123.503,136.875,357.074,119.690,90.723,184.911,171.394,64.193,159.190,154.165,141.667,89.246,122.586,74.587,120.511,119.179,148.470,522.065,169.537,55.933,154.960,163.914,60.875,61.048,121.940,125.244,71.600,147.643,142.119,82.118,113.524,129.393,250.500,139.261,137.382,278.556,135.725,125.926,789.513,143.323,133.397,544.591,144.391,126.840,240.114,149.939,124.514,260.048,154.039,130.154,155.812,140.160,148.106,100.190,137.772,154.845,33.917,89.637,178.605,56.344,118.683,132.816
84,43.020,126.442,131.090,58.025,123.286,136.994,389.407,119.748,90.666,226.506,171.242,64.167,113.095,154.182,141.730,90.000,122.628,74.414,151.702,119.279,148.455,631.484,169.498,56.014,121.653,163.924,61.032,48.857,122.102,124.943,42.767,147.751,142.105,81.294,113.587,129.290,262.611,139.068,137.205,282.167,135.803,126.219,793.081,143.393,133.368,608.364,144.318,126.886,266.057,150.129,124.387,241.571,154.076,130.395,157.625,139.982,148.240,94.857,138.013,154.764,48.750,89.730,178.494,73.781,119.034,132.791
85,89.102,126.054,131.605,48.900,123.172,136.444,408.630,119.710,90.578,235.063,171.409,64.276,141.619,154.241,141.658,56.393,122.757,74.917,212.553,119.218,148.628,592.710,169.517,56.011,180.560,163.895,60.760,84.000,122.260,125.297,47.800,147.778,142.097,44.471,113.325,129.256,263.889,139.021,137.295,273.056,135.767,126.005,896.324,143.434,133.371,591.409,144.338,126.781,228.543,150.144,124.501,240.000,154.124,130.250,186.938,139.976,148.263,120.048,137.778,154.533,40.583,89.748,178.588,57.344,118.973,132.475
86,71.265,126.017,131.416,46.100,123.629,136.605,278.778,119.696,90.556,230.633,171.168,64.233,121.000,154.198,141.759,69.377,122.824,74.470,104.596,119.319,148.334,597.806,169.496,55.952,149.813,163.961,61.133,76.143,122.156,125.231,51.933,147.775,141.967,52.294,113.919,129.325,312.667,139.168,137.329,211.333,135.879,126.123,786.973,143.386,133.431,608.227,144.302,126.858,269.029,150.052,124.484,181.952,154.054,130.143,168.250,139.870,148.108,75.619,137.556,154.699,57.917,90.100,178.482,66.594,118.980,132.844
87,71.000,125.999,131.332,47.700,123.533,136.984,381.519,119.657,90.642,213.646,171.214,64.284,142.000,154.110,141.725,55.967,122.620,75.218,136.809,119.184,148.792,716.065,169.494,55.898,111.893,163.922,60.876,68.810,121.957,125.113,50.567,148.029,142.448,33.176,113.578,128.964,230.333,138.999,137.212,295.222,135.928,125.871,760.811,143.473,133.486,553.227,144.273,126.837,288.171,149.987,124.520,241.571,154.190,130.210,118.750,139.970,148.085,76.524,138.100,154.761,52.125,89.807,178.624,59.906,118.732,132.678
