 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44
26,55.333,126.422,161.978,35.333,128.190,144.335,21.686,156.564,146.632,42.143,156.620,110.231,83.933,63.648,170.013,272.091,83.466,174.461,56.781,58.158,169.061,59.438,154.376,158.662,48.562,137.093,185.946,61.938,132.717,190.250,46.682,121.406,172.568,16.378,153.377,176.330,169.062,88.153,171.494,365.625,157.217,103.505,701.591,92.167,176.692,64.353,85.464,166.746,26.524,161.696,148.353,71.056,60.314,162.938,97.806,164.527,154.663,32.524,141.667,187.075,66.500,126.591,171.112,50.039,127.681,166.982,37.318,125.379,178.090,42.000,146.261,175.442,18.627,123.016,185.489,37.077,137.924,179.511,52.444,142.632,178.462,44.258,148.078,184.214,28.562,157.410,173.332,53.500,136.878,169.733,37.882,149.830,179.994,68.216,94.548,170.634,18.129,96.857,165.977,54.562,144.027,183.183,68.412,117.434,162.109,15.773,132.652,184.974,30.000,128.148,138.076,97.438,98.104,176.246,60.973,130.214,150.664,14.118,151.018,171.657,17.400,127.082,134.823,21.059,132.908,178.945,22.778,140.916,159.452,13.838,160.992,182.795
27,67.952,126.556,162.338,53.400,127.688,144.723,16.353,156.596,146.882,48.476,156.764,110.612,96.733,63.659,170.114,101.091,83.591,174.727,71.125,58.023,169.030,78.250,154.100,158.789,41.125,137.151,186.064,36.062,132.721,189.615,51.182,121.392,172.484,29.838,153.657,176.757,129.125,88.043,171.583,463.125,157.095,103.478,520.364,92.119,176.676,63.118,85.539,166.768,24.143,161.518,148.660,28.722,60.522,163.169,56.452,164.801,154.703,51.714,141.617,186.473,64.125,126.560,171.109,59.255,127.747,166.621,41.727,125.453,177.451,19.231,146.495,175.505,18.549,122.790,185.034,29.462,137.562,179.254,75.222,142.514,178.306,38.323,148.386,184.277,16.688,156.814,173.187,54.625,137.140,170.041,39.294,149.575,180.089,57.838,93.948,170.710,61.806,96.812,165.781,111.312,143.863,183.090,28.235,117.653,162.147,16.000,132.767,184.760,30.903,127.891,138.187,59.375,98.308,176.482,47.189,130.535,150.343,26.824,150.651,171.907,31.400,126.936,134.282,24.235,132.442,178.863,4.833,140.553,158.708,1.189,160.735,183.675
28,90.905,126.591,162.075,38.400,127.851,144.820,29.647,156.949,146.774,44.238,156.671,110.284,87.133,63.833,169.952,125.545,83.584,174.516,80.656,57.836,169.351,66.438,154.564,158.633,41.125,137.573,185.652,37.000,133.015,189.773,42.545,121.107,172.948,38.973,153.714,175.916,75.500,87.976,171.337,222.000,157.300,103.510,402.818,92.203,176.585,149.000,85.517,166.639,905.810,161.560,148.589,63.611,60.612,162.884,99.548,164.805,154.682,56.476,141.644,186.550,78.875,126.409,171.157,87.686,127.716,166.643,42.591,125.356,177.462,33.462,146.623,175.427,10.510,122.984,185.367,11.077,137.420,179.393,31.722,142.619,178.492,39.548,147.997,184.696,15.625,157.113,173.372,65.875,136.578,169.991,57.059,149.520,179.942,47.838,94.082,170.940,78.000,96.256,165.871,30.812,143.979,182.632,26.882,116.973,162.172,38.000,132.295,184.579,27.419,127.769,138.220,53.438,98.291,175.935,73.946,130.764,150.377,3.412,150.676,172.157,2.900,127.084,134.609,6.176,131.763,178.916,18.556,140.800,160.172,11.568,161.354,182.248
29,51.857,126.319,162.114,44.800,127.741,144.470,44.353,156.506,146.949,41.714,156.540,109.882,105.633,63.766,169.964,105.773,83.416,174.819,53.719,58.029,169.218,45.719,154.260,158.398,33.875,137.359,185.903,37.500,133.119,190.152,75.591,121.689,172.721,10.162,153.988,175.615,109.500,88.088,171.315,67.219,157.035,103.506,301.727,91.980,176.809,148.353,85.544,166.630,641.333,161.482,148.611,45.000,60.356,163.150,60.387,164.728,154.873,31.667,141.818,186.869,80.125,126.869,171.327,79.647,127.968,166.542,64.682,125.410,177.712,25.538,146.570,175.588,24.824,122.802,184.719,42.308,137.699,179.261,40.222,142.523,178.568,44.387,148.036,184.416,25.875,157.301,173.726,52.688,136.743,169.979,25.294,150.221,180.247,59.514,94.310,170.535,66.839,96.685,166.113,41.938,144.153,183.037,18.059,118.091,161.945,32.091,132.503,184.327,32.903,128.172,137.768,81.125,98.366,176.097,60.270,130.558,150.449,9.706,150.665,171.562,46.100,126.811,134.606,27.706,132.487,178.870,17.889,139.931,159.847,15.135,161.116,182.769
30,52.524,126.492,162.408,34.400,127.805,144.348,24.510,156.320,147.008,17.571,156.571,110.003,111.600,63.700,170.149,44.500,83.668,174.451,59.312,57.971,169.449,100.781,154.346,158.575,82.500,137.251,185.739,70.438,132.859,189.645,54.273,121.105,172.619,34.324,153.516,175.799,91.125,87.976,171.164,53.000,157.144,103.789,137.409,92.392,176.681,1784.059,85.534,166.635,516.286,161.524,148.676,34.944,60.317,162.958,47.806,164.634,155.291,54.762,141.499,186.488,92.500,126.968,171.128,75.647,128.011,166.557,28.000,125.523,177.645,23.192,146.172,175.306,38.000,122.679,185.031,44.077,137.740,179.438,36.556,142.666,178.422,74.839,147.824,184.054,31.812,157.139,173.262,54.250,136.796,170.099,41.118,149.587,180.080,52.486,94.198,170.835,49.548,96.644,165.998,71.500,143.935,182.981,33.412,117.669,162.117,43.682,132.540,184.711,50.323,128.001,138.026,41.250,98.556,176.634,36.919,130.702,150.590,22.059,150.623,171.907,19.000,127.056,134.512,27.941,132.317,178.765,17.778,140.294,159.818,16.216,160.818,182.866
31,72.571,126.504,162.746,21.833,127.946,144.308,36.157,156.735,146.885,37.667,156.444,109.945,70.300,63.655,170.376,102.591,83.712,174.527,54.781,57.753,169.342,106.031,154.571,158.633,75.750,137.195,185.558,30.250,132.795,190.124,64.500,121.133,172.558,63.622,153.653,175.844,78.562,87.929,171.350,29.438,156.719,103.660,100.545,92.153,176.574,1412.118,85.582,166.672,365.952,161.434,148.628,73.556,60.689,162.904,70.645,164.772,154.850,39.714,141.494,186.148,55.000,126.816,170.849,87.059,127.759,166.610,49.227,125.169,177.703,32.385,146.160,175.180,31.020,122.722,185.158,21.385,137.775,179.009,30.667,142.633,178.496,25.871,148.215,184.280,12.000,156.825,173.907,42.688,136.914,169.774,51.588,150.267,180.137,39.568,94.349,170.526,140.774,97.134,166.262,70.750,144.048,182.712,51.235,117.534,161.869,16.000,132.108,184.649,28.258,128.462,138.138,86.125,98.502,176.170,22.595,130.451,150.433,32.647,150.628,171.976,21.500,127.179,134.858,13.353,132.720,178.831,24.778,140.375,159.651,15.243,160.814,182.652
32,91.190,126.688,162.206,48.700,127.677,144.593,12.980,156.958,146.812,21.333,156.241,110.546,98.367,63.612,170.121,98.409,83.707,174.630,71.938,58.105,169.084,85.781,154.572,158.906,82.688,137.232,185.812,48.562,132.649,190.006,65.773,121.353,172.507,25.514,153.824,176.301,102.250,87.980,171.474,40.000,157.116,103.123,125.818,92.177,176.615,1062.294,85.600,166.593,388.476,161.367,148.665,25.444,60.446,163.111,55.226,164.908,155.102,48.286,141.399,186.588,54.250,126.627,170.863,130.941,127.908,166.849,25.545,125.122,177.470,22.423,146.574,175.763,33.608,122.558,184.974,28.462,137.551,179.553,18.167,142.567,178.774,35.419,148.101,184.146,35.875,157.244,173.691,49.625,136.765,169.848,52.706,150.000,180.235,90.973,94.461,170.739,66.968,96.510,165.826,58.312,144.198,182.567,51.353,117.388,162.342,22.636,132.296,185.025,43.290,127.827,138.336,56.688,98.302,176.028,42.595,130.699,150.523,29.000,150.597,171.895,38.500,126.933,134.867,23.706,132.638,179.064,62.389,140.475,159.626,3.243,160.425,183.365
33,80.429,126.357,162.678,30.233,127.587,144.419,17.176,156.251,147.173,19.905,156.557,110.008,90.900,63.719,170.125,78.682,83.493,174.494,85.000,57.727,169.149,50.281,154.494,158.785,35.312,137.109,185.147,55.625,132.883,189.775,62.364,120.990,172.854,33.622,153.292,176.242,64.500,88.148,171.343,47.969,157.217,103.966,65.773,92.476,176.745,669.647,85.524,166.601,272.667,161.531,148.580,39.000,60.416,162.917,33.161,164.644,154.716,47.143,141.618,186.581,49.250,126.710,171.137,82.353,127.780,166.511,57.955,125.227,177.913,27.538,146.222,175.576,18.980,122.470,184.764,26.538,137.537,179.223,63.278,142.905,178.442,26.968,148.137,184.131,14.750,156.608,173.592,88.125,136.931,169.772,70.118,149.822,180.005,73.027,94.342,170.714,48.645,96.757,165.999,48.062,143.769,183.014,42.235,117.491,162.134,21.591,132.240,184.788,30.452,128.168,137.951,75.500,98.351,176.088,51.622,130.771,150.755,13.647,150.536,172.058,57.100,126.634,134.576,22.294,132.689,178.562,31.556,140.432,159.598,29.946,161.044,182.913
34,140.667,126.563,162.134,52.800,127.863,144.638,31.922,156.910,146.976,18.286,156.288,109.914,126.333,63.853,170.178,79.000,83.543,174.503,52.688,57.872,169.338,81.562,154.358,158.737,58.000,137.202,185.755,100.688,132.689,190.041,43.318,121.242,172.735,38.649,153.478,176.008,48.875,87.938,171.517,35.750,156.849,103.203,97.455,92.141,176.792,137.000,85.635,166.676,596.381,161.516,148.595,45.778,60.618,162.897,43.742,164.799,154.856,36.143,141.753,186.897,199.125,126.469,171.103,86.196,128.041,166.635,27.409,125.254,177.664,16.500,146.148,175.747,32.000,122.363,185.390,29.154,137.664,179.520,65.167,142.792,178.335,34.903,147.949,183.836,3.562,156.547,173.314,63.500,136.900,169.720,61.000,149.858,180.340,65.676,94.210,170.675,50.903,96.678,165.898,58.938,144.066,182.543,40.412,117.499,162.235,25.091,132.153,184.944,38.194,127.728,138.342,68.875,98.239,176.314,18.595,130.302,150.895,33.176,151.045,171.805,27.000,126.954,134.950,19.706,132.975,178.764,9.278,140.082,159.406,0.973,160.735,181.505
35,162.190,126.639,162.224,29.200,127.692,144.462,47.647,156.484,146.257,37.476,156.404,110.140,123.200,63.789,170.214,104.136,83.475,174.543,44.094,58.154,169.136,53.719,154.389,158.494,101.375,137.180,185.649,54.500,132.914,190.223,52.955,121.500,172.632,42.703,153.698,176.363,73.812,88.352,171.171,28.750,157.316,103.797,106.136,92.085,176.618,103.706,85.489,166.678,211.905,161.526,148.627,51.833,60.301,163.160,29.355,164.617,154.913,43.048,141.322,186.479,45.125,126.508,171.159,101.412,127.812,166.567,24.000,125.082,177.296,33.115,146.261,175.561,34.392,122.599,185.288,32.385,137.679,179.391,39.333,143.002,178.189,46.581,148.141,184.021,6.250,157.220,173.216,58.250,137.140,169.669,39.235,149.362,180.362,47.784,94.320,170.501,43.161,96.637,165.853,27.188,143.948,183.309,50.000,117.676,162.015,36.955,132.535,184.641,29.032,128.073,138.110,78.812,98.365,176.220,69.081,130.644,150.823,34.353,150.275,172.022,51.200,126.732,134.608,0.941,132.951,179.335,34.611,140.440,159.792,12.865,161.052,183.773
36,119.381,126.479,162.230,44.600,128.063,144.704,12.353,156.751,146.863,24.905,156.581,110.561,68.633,63.732,170.195,89.455,83.483,174.471,50.219,58.023,169.452,60.531,154.394,158.785,69.188,137.132,186.100,29.000,132.671,190.031,36.500,121.067,172.323,58.378,153.776,176.129,57.875,87.991,171.521,28.188,157.236,103.289,57.591,92.114,176.637,76.529,85.721,166.719,35.143,161.594,148.674,48.833,60.383,162.788,56.645,164.910,154.463,33.000,141.422,186.275,163.000,126.559,171.341,83.961,127.796,166.538,32.318,125.371,177.968,119.808,146.469,175.784,49.529,122.545,185.618,26.846,137.835,179.022,64.944,142.955,178.694,42.065,147.890,184.082,21.562,157.194,173.662,35.812,136.959,169.996,169.235,149.683,180.043,19.405,94.446,170.935,63.419,96.756,165.986,30.438,143.949,182.496,28.059,117.234,162.147,30.455,132.283,184.951,71.677,127.822,137.897,72.188,98.484,176.114,59.514,130.787,150.235,37.353,150.769,171.769,19.200,126.982,134.647,6.471,132.474,178.912,43.056,140.491,159.694,8.270,161.327,182.613
37,131.762,126.313,162.510,22.100,128.238,144.835,21.843,156.825,146.840,25.429,156.638,110.438,80.500,63.760,170.048,71.773,83.931,174.480,83.812,57.891,169.418,63.500,154.428,158.867,41.750,137.287,185.425,40.500,132.809,189.553,41.000,121.358,172.866,62.649,153.507,176.125,87.000,88.035,171.300,25.062,157.477,103.266,105.500,92.302,176.554,113.412,85.402,166.702,21.524,161.660,148.388,53.222,60.898,163.219,26.323,164.774,154.780,34.810,141.359,186.747,69.375,126.573,171.393,80.353,127.904,166.459,22.455,125.340,177.507,117.577,146.317,175.767,39.059,122.616,184.857,24.385,137.400,179.422,21.722,142.522,178.794,72.968,147.815,184.003,7.125,156.528,173.894,83.000,137.084,170.304,82.353,149.918,179.875,66.216,94.825,170.723,34.581,96.661,165.635,41.500,143.963,182.533,34.059,117.434,161.865,28.818,132.407,184.912,18.452,127.241,138.006,62.938,98.428,176.197,26.757,130.106,150.461,53.353,150.513,172.191,30.500,126.697,134.740,33.059,132.836,178.627,29.111,140.274,160.025,4.108,161.632,182.876
38,86.333,126.342,162.119,22.800,128.195,144.664,19.529,156.924,146.798,7.000,156.724,110.230,89.633,63.810,170.339,86.591,83.685,174.590,71.250,57.984,169.394,51.438,154.426,158.647,66.812,137.190,185.548,25.250,132.909,189.972,39.500,120.901,172.818,56.703,153.667,175.832,53.312,88.064,171.445,33.625,157.181,103.169,99.409,92.180,176.615,114.118,85.616,166.568,19.667,161.784,148.749,31.500,60.629,163.103,6.323,165.164,154.285,29.333,141.497,187.007,103.375,126.703,171.257,99.843,127.978,166.699,37.636,125.630,177.590,84.769,146.500,175.595,42.275,122.500,185.531,24.462,137.827,179.301,38.667,142.570,178.681,50.839,147.925,184.279,21.500,157.129,173.416,48.938,137.016,170.212,112.059,149.631,180.093,52.865,94.802,170.737,85.806,96.698,165.979,22.312,143.972,182.757,39.765,117.382,162.175,26.909,132.552,184.550,60.129,127.791,137.986,65.562,98.450,175.923,37.676,130.507,150.600,23.353,150.539,171.932,19.800,126.278,134.612,56.588,132.491,178.797,87.722,140.658,159.848,4.811,160.888,183.135
39,108.143,126.250,162.240,30.433,128.042,144.490,30.667,156.622,146.587,12.000,156.393,110.157,76.367,63.545,170.079,93.182,83.646,174.462,65.844,57.844,169.558,82.094,154.533,158.982,41.062,137.077,185.592,23.562,132.747,189.863,47.409,121.062,172.760,22.216,153.601,175.810,113.438,87.936,171.356,31.594,157.032,103.552,90.455,92.122,176.405,109.647,85.308,166.847,28.714,161.513,148.911,23.167,60.510,162.957,30.839,164.604,154.931,29.667,141.538,186.230,122.500,126.601,171.021,91.529,127.552,166.585,39.045,125.205,177.412,83.538,146.400,175.701,27.922,122.470,185.306,39.846,137.639,179.425,52.111,142.820,178.848,33.935,148.297,184.326,8.438,156.958,173.491,64.188,136.976,169.650,114.353,149.882,180.070,37.838,94.339,170.442,26.065,96.858,165.790,57.000,143.939,182.949,44.412,117.475,162.200,48.318,132.587,184.761,42.258,127.309,138.096,39.312,98.306,175.912,77.730,130.583,150.496,32.294,150.781,172.165,13.600,126.243,134.681,21.765,132.011,178.934,12.778,140.078,159.932,9.514,161.292,183.934
40,114.810,126.264,162.258,25.867,128.041,144.330,8.000,156.324,147.024,28.000,156.567,110.082,102.400,63.654,170.124,102.545,83.482,174.646,68.500,57.995,168.783,71.062,154.171,158.795,104.875,137.293,185.762,52.438,132.778,189.646,66.091,121.438,173.174,22.865,153.495,176.029,185.250,87.920,171.447,24.875,157.215,103.887,100.273,92.017,176.689,83.294,85.698,166.523,28.429,161.632,148.897,63.722,60.402,162.956,51.419,164.795,154.878,49.952,141.504,186.541,34.125,126.434,171.210,76.353,127.922,166.635,38.909,125.244,177.870,116.385,146.012,175.714,32.039,122.618,185.481,31.231,137.677,179.253,25.111,142.767,178.265,22.129,147.950,183.761,31.375,156.937,173.280,51.188,136.573,169.858,105.588,149.590,179.994,36.541,95.120,170.782,63.484,96.799,166.256,44.750,143.870,182.971,19.294,117.783,161.513,27.227,132.085,184.666,49.226,128.050,138.068,80.062,98.480,176.262,32.973,130.472,150.231,46.647,150.749,171.977,58.800,126.781,134.718,18.706,133.094,178.834,51.000,140.606,159.700,9.676,160.984,182.194
41,99.048,126.486,162.246,38.933,127.440,144.539,13.294,157.060,146.523,12.714,156.590,109.930,106.967,63.592,170.036,103.000,83.692,174.440,54.594,57.920,169.507,63.062,154.412,158.668,42.188,137.000,185.518,66.000,132.745,190.016,26.455,121.275,172.646,47.784,153.592,176.322,318.562,87.989,171.328,26.125,157.050,103.742,75.864,92.417,176.786,94.882,85.592,166.494,52.857,161.575,148.768,528.944,60.500,163.114,16.323,165.049,154.781,27.619,141.802,186.419,137.625,126.509,171.015,73.765,127.835,166.573,47.545,125.597,177.665,72.385,146.363,175.780,50.353,122.636,185.366,9.462,137.190,179.212,12.500,143.037,178.253,34.129,147.706,184.759,33.688,157.370,173.268,79.125,136.876,169.759,76.353,149.507,180.051,37.892,94.746,170.702,69.677,96.878,166.186,59.938,144.107,182.553,32.059,117.269,162.055,16.136,132.871,184.629,49.613,127.947,138.251,87.312,98.276,175.814,61.189,130.813,150.457,26.824,150.619,171.939,45.200,126.907,134.698,29.471,132.907,178.773,39.944,140.335,159.783,9.784,160.817,182.324
42,73.476,126.520,162.407,30.533,128.031,144.978,17.412,156.670,146.865,10.143,156.704,109.934,82.933,63.702,170.126,103.682,83.651,174.749,53.062,58.313,169.210,96.594,154.312,158.721,59.500,137.287,185.332,53.938,132.347,189.928,42.364,121.695,172.910,36.541,153.681,176.415,183.562,87.779,171.422,21.031,157.440,104.002,80.455,92.294,176.667,106.353,85.474,166.496,26.714,161.611,148.855,303.833,60.390,162.902,32.645,164.872,154.615,32.238,141.529,187.252,124.875,126.469,171.053,80.745,127.959,166.532,35.955,125.363,177.563,58.462,146.359,175.507,34.627,122.858,185.608,15.846,137.310,179.525,12.278,143.061,178.087,19.419,147.770,184.031,6.250,156.804,173.836,64.188,136.929,170.053,79.529,149.787,180.028,38.000,94.213,170.568,23.871,96.734,165.951,37.000,144.109,182.517,19.824,117.802,162.027,52.500,131.941,184.750,29.290,127.917,138.078,37.562,98.405,175.666,57.568,130.678,150.337,22.176,150.804,171.807,48.100,126.987,134.424,27.294,132.649,179.367,67.167,140.398,159.579,10.216,160.873,182.607
43,56.095,126.314,162.111,68.933,127.662,144.677,23.373,156.501,146.913,17.143,156.594,110.201,108.200,63.465,170.043,89.545,83.431,174.821,61.688,57.834,169.378,76.406,154.087,158.534,71.750,136.997,185.638,59.062,133.044,189.870,64.273,121.344,172.545,18.270,153.183,176.289,77.188,87.910,171.473,39.688,157.151,103.824,65.273,92.264,176.758,94.765,85.656,166.783,26.857,161.318,148.709,257.611,60.434,163.045,30.516,164.479,154.561,26.571,141.499,186.347,78.125,126.652,171.135,103.294,127.860,166.766,27.773,125.262,177.798,70.000,146.319,175.724,38.471,122.545,184.894,37.077,137.421,179.182,77.889,142.475,178.441,45.226,147.756,184.143,18.438,157.222,173.633,69.312,137.164,169.892,71.882,149.638,180.169,76.000,94.553,170.639,67.935,96.889,165.965,42.688,143.959,182.489,36.647,117.166,161.912,39.409,132.211,184.606,52.516,128.230,138.254,129.188,98.388,176.361,42.000,130.433,150.479,17.941,150.956,171.896,57.900,126.710,134.588,33.235,132.453,179.239,69.500,140.315,159.745,63.892,160.885,183.357
44,51.333,126.709,162.294,32.833,128.379,144.640,11.843,157.544,146.237,18.667,157.019,109.926,79.133,63.744,169.890,57.091,83.339,174.449,90.625,58.102,169.131,53.594,154.506,159.060,61.000,136.956,185.698,35.875,132.728,190.390,37.273,121.319,172.526,25.622,153.809,176.124,60.125,87.878,171.320,12.875,157.327,103.298,99.773,92.298,176.746,88.765,85.535,166.501,31.857,161.586,148.651,237.889,60.535,162.887,44.903,164.652,154.671,31.524,141.636,187.303,79.125,126.693,171.316,73.922,127.853,166.744,12.727,125.468,177.799,60.385,146.241,175.556,42.353,122.551,185.436,9.000,138.222,179.579,44.611,142.483,178.693,39.161,148.081,184.300,17.938,156.932,173.579,65.750,136.887,169.930,126.529,149.718,179.983,39.459,94.551,170.489,16.839,97.041,166.137,64.562,144.253,182.731,39.647,117.300,161.742,16.682,131.985,184.507,46.710,127.788,138.020,103.938,98.368,176.194,18.270,130.778,150.389,25.706,150.484,171.639,13.700,126.443,134.754,19.059,132.199,178.865,138.389,140.719,159.746,153.081,160.965,182.954
